WKT,fid,gid,streetname,note
"LINESTRING (653038.755864916 6862724.74847189,653001.544048613 6862752.38234941,652988.800322501 6862760.62970417,652936.53228407 6862786.88776993,652917.857274706 6862797.62192773)","2284","2284",,
"LINESTRING (653038.755864916 6862724.74847189,652930.860268495 6862576.38191605,652918.854328229 6862561.23923995)","2286","2286",,
"LINESTRING (653009.366050932 6862946.01920198,652993.518819269 6862960.15595057,652922.576386777 6862995.65523554)","2288","2288",,
"LINESTRING (652926.417814904 6863242.14910064,653189.644619634 6863175.65630737)","2291","2291",,
"LINESTRING (653009.366050932 6862946.01920198,652977.359315227 6862884.3575466)","2316","2316",,
"LINESTRING (653095.460156035 6862802.45727659,652977.359315227 6862884.3575466)","2317","2317",,
"LINESTRING (653037.033761257 6863167.93999677,652981.305243363 6863060.46744189)","2322","2321",,
"LINESTRING (652981.305243363 6863060.46744189,653068.158857119 6863034.75143415)","2323","2322",,
"LINESTRING (652983.687349353 6863364.79876033,652987.750557225 6863365.16888804,653097.965526364 6863347.05911412,653221.576770649 6863329.03060956)","2324","2323",,
"LINESTRING (652991.151798526 6863379.39106575,652983.687349353 6863364.79876033)","2325","2324",,
"LINESTRING (653078.717432794 6863542.08404549,653037.965853808 6863465.88593886,652991.151798526 6863379.39106575)","2333","2332",,
"LINESTRING (653009.366050932 6862946.01920198,653068.158857119 6863034.75143415)","2342","2341",,
"LINESTRING (653122.034577754 6862839.42708966,653023.073744382 6862931.98414215,653009.366050932 6862946.01920198)","2343","2342",,
"LINESTRING (653139.950218572 6863119.26724042,653069.167905191 6863158.594955,653062.225096417 6863161.30195607,653037.033761257 6863167.93999677)","2355","2354",,
"LINESTRING (653095.460156035 6862802.45727659,653049.367646344 6862740.64121056,653038.755864916 6862724.74847189)","2356","2355",,
"LINESTRING (653086.095671713 6862689.43659363,653038.755864916 6862724.74847189)","2357","2356",,
"LINESTRING (653091.657759047 6862566.32295829,653063.151943071 6862528.58510203)","2369","2368",,
"LINESTRING (653063.151943071 6862528.58510203,653008.742052616 6862577.63179883,653086.095671713 6862689.43659363)","2370","2369",,
"LINESTRING (653068.158857119 6863034.75143415,653108.865431721 6863082.67293601)","2371","2370",,
"LINESTRING (653266.234703191 6863382.60503907,653078.717432794 6863542.08404549)","2374","2373",,
"LINESTRING (653164.483610241 6862801.10956049,653094.361847635 6862699.02955886,653086.095671713 6862689.43659363)","2383","2382",,
"LINESTRING (653147.750490743 6862643.93719693,653086.095671713 6862689.43659363)","2385","2384",,
"LINESTRING (653147.750490743 6862643.93719693,653091.657759047 6862566.32295829)","2390","2389",,
"LINESTRING (653091.657759047 6862566.32295829,653139.920544382 6862513.78298249)","2391","2390",,
"LINESTRING (653122.034577754 6862839.42708966,653095.460156035 6862802.45727659)","2392","2391",,
"LINESTRING (653108.865431721 6863082.67293601,653139.950218572 6863119.26724042)","2398","2397",,
"LINESTRING (653262.07961844 6862971.32142598,653108.865431721 6863082.67293601)","2399","2398",,
"LINESTRING (653154.950980984 6862808.46902044,653150.652887649 6862813.84699264,653122.034577754 6862839.42708966)","2401","2400",,
"LINESTRING (653189.644619634 6863175.65630737,653139.950218572 6863119.26724042)","2418","2417",,
"LINESTRING (653139.920544382 6862513.78298249,653219.089576675 6862626.49362091)","2419","2418",,
"LINESTRING (653147.750490743 6862643.93719693,653151.409163352 6862648.95253867)","2421","2420",,
"LINESTRING (653151.409163352 6862648.95253867,653226.967810089 6862750.97970121)","2425","2424",,
"LINESTRING (653151.409163352 6862648.95253867,653219.089576675 6862626.49362091)","2426","2425",,
"LINESTRING (653164.483610241 6862801.10956049,653154.950980984 6862808.46902044)","2428","2427",,
"LINESTRING (653186.389870893 6862782.90208932,653164.483610241 6862801.10956049)","2434","2433",,
"LINESTRING (653271.337887058 6862574.86444374,653165.06303886 6862485.77337849)","2437","2436",,
"LINESTRING (653186.389870893 6862782.90208932,653240.44966851 6862856.75013696)","2454","2453",,
"LINESTRING (653186.389870893 6862782.90208932,653226.967810089 6862750.97970121)","2455","2454",,
"LINESTRING (653189.644619634 6863175.65630737,653246.45927622 6863216.81579205,653248.684244351 6863218.52784443)","2457","2456",,
"LINESTRING (653262.07961844 6862971.32142598,653199.66697292 6862882.46362126)","2464","2463",,
"LINESTRING (653219.089576675 6862626.49362091,653277.805439968 6862702.76753878)","2480","2480",,
"LINESTRING (653219.089576675 6862626.49362091,653221.040270136 6862625.84630713,653261.876197145 6862613.36270654)","2482","2482",,
"LINESTRING (653266.234703191 6863382.60503907,653247.06307014 6863358.52606936,653221.576770649 6863329.03060956)","2483","2483",,
"LINESTRING (653221.576770649 6863329.03060956,653327.35699062 6863279.06437993)","2484","2484",,
"LINESTRING (653226.967810089 6862750.97970121,653281.30542126 6862828.7684771)","2488","2488",,
"LINESTRING (653226.967810089 6862750.97970121,653277.805439968 6862702.76753878)","2489","2489",,
"LINESTRING (653240.44966851 6862856.75013696,653298.669561963 6862943.31316608,653287.250088802 6862972.28764934)","2496","2496",,
"LINESTRING (653281.30542126 6862828.7684771,653246.417637821 6862851.99878576,653240.44966851 6862856.75013696)","2497","2497",,
"LINESTRING (653248.684244351 6863218.52784443,653327.35699062 6863279.06437993)","2503","2503",,
"LINESTRING (653333.216057599 6863046.31349857,653248.684244351 6863218.52784443)","2505","2505",,
"LINESTRING (653287.250088802 6862972.28764934,653277.73756097 6862963.94181971,653262.07961844 6862971.32142598)","2511","2511",,
"LINESTRING (653261.876197145 6862613.36270654,653300.955913629 6862679.7245117)","2512","2512",,
"LINESTRING (653271.337887058 6862574.86444374,653265.886141893 6862581.70404147,653261.865111746 6862592.46370045,653260.746421275 6862600.6026077,653261.876197145 6862613.36270654)","2513","2513",,
"LINESTRING (653261.876197145 6862613.36270654,653264.537226549 6862612.54922609,653300.042966909 6862599.70580908)","2514","2514",,
"LINESTRING (653324.782365234 6863429.86496481,653267.316790298 6863380.59406163,653266.234703191 6863382.60503907)","2522","2522",,
"LINESTRING (653300.042966909 6862599.70580908,653271.337887058 6862574.86444374)","2525","2525",,
"LINESTRING (653334.192610759 6862496.00877221,653271.337887058 6862574.86444374)","2527","2527",,
"LINESTRING (653277.805439968 6862702.76753878,653340.882869611 6862787.75196777)","2531","2531",,
"LINESTRING (653277.805439968 6862702.76753878,653300.955913629 6862679.7245117)","2532","2532",,
"LINESTRING (653281.30542126 6862828.7684771,653315.958195988 6862873.45467009)","2533","2533",,
"LINESTRING (653333.216057599 6863046.31349857,653269.101365609 6863021.45427734,653287.250088802 6862972.28764934)","2536","2536",,
"LINESTRING (653199.66697292 6862882.46362126,653201.645205349 6862881.08085945)","3817","3817",,
"LINESTRING (653201.645205349 6862881.08085945,653175.890039509 6862838.88925149,653154.950980984 6862808.46902044)","3818","3818",,
"LINESTRING (653240.44966851 6862856.75013696,653201.645205349 6862881.08085945)","3819","3819",,
